id     time       xs    ys     zs      SeisMom       Energy     SeisMag        kind       mCycleSeis
1604  5.0  10.8388  -132.2656  -9.28064  0.0014721654105107353  2.82728553444e-09  -7.888028927011621  4  1
1605  5.0  -10.8463  27.3364  -7.94712  5.2353923561488e-08  1.02808523101e-13  -10  1  1
1606  5.0  11.4728  92.912  -1.3504  1.1862666380217153e-06  2.3852862368e-12  -9.950545122206936  1  1
1607  5.0  -0.5884  40.488  4.10406  2.565880718569781e-06  5.34505615666e-12  -9.727175691176715  4  1
1608  5.0  1.0839  70.1892  3.62108  0.0037152630446009006  7.23275328647e-09  -7.620006954867061  4  1
1609  5.0  21.8141  115.7988  -8.60206  0.0002495133733048523  5.17881654212e-10  -8.401937448198462  1  1
1610  5.0  -22.8014  -91.3208  -1.49046  0.006488421049557538  1.28077632071e-08  -7.4585739836321485  4  1
1611  5.0  -12.8617  136.374  1.80908  0.13390182400540052  2.625727985e-07  -6.5821423380035196  4  1
1612  5.0  7.7472  28.622  -7.52216  0.07263234784405387  1.41743483763e-07  -6.759246611348123  4  1
1613  5.0  0.8035  20.3852  -9.25454  0.02932468127055879  5.9103315831e-08  -7.02184446635054  1  1
1614  5.0  1.137  40.1752  1.20114  0.19766483457711137  3.97219478831e-07  -6.469380391111823  2  1
1615  5.0  18.3258  7.4908  -5.17176  0.23392678266013195  4.82371327094e-07  -6.4206133681722015  4  1
1616  5.0  -17.1475  8.9936  -2.34796  0.013932588005478577  2.76463142966e-08  -7.2373121366887165  1  1
1617  5.0  -14.0785  -72.116  -2.78168  3.80372565248074e-05  7.76465962716e-11  -8.946527209686113  4  1
1618  5.0  -8.6279  -38.69  6.94166  1.1199108465320846  2.20354500953e-06  -5.967211032743853  1  1
1619  5.0  -13.5355  33.714  -8.38698  0.09705341532590117  2.0049491825e-07  -6.675326118074218  4  1
1620  5.0  -1.8453  -53.9056  0.51446  0.013454598519130126  2.59639307565e-08  -7.247419504609208  4  1
1621  5.0  -26.6718  109.5908  -5.24376  0.0021003161443540093  4.01999792203e-09  -7.785143552902918  1  1
1622  5.0  34.1542  116.3652  7.65646  1.8721535595046985  3.58525173263e-06  -5.8184390213564425  1  1
1623  5.0  15.6418  -31.1996  1.58448  0.05361008271420109  1.11242616267e-07  -6.8471690151384434  4  1
1624  5.0  -23.7232  -59.9368  -7.75728  0.0011998515488339599  2.49995480915e-09  -7.947248322362936  4  1
1625  5.0  -38.9608  -56.6552  9.64604  1.8764575699622393e-06  3.6345144288e-12  -9.817774167539536  4  1
1626  5.0  -4.9681  4.2712  9.39592  0.051857279922968895  1.07435502336e-07  -6.856793511384929  1  1
1627  5.0  -2.6245  -42.7888  2.60398  0.1322701405439065  2.55190580966e-07  -6.585692123328857  4  1
1628  5.0  -9.7572  43.8628  0.13016  0.1091273870483607  2.16076966318e-07  -6.641377495627538  4  1
1629  5.0  19.7132  82.3912  -2.54132  2.2900303846963033e-05  4.38111802147e-11  -9.093439170196  1  1
1630  5.0  10.7034  -28.7388  9.49938  0.0612245685038337  1.21585304997e-07  -6.808716177997639  1  1
1631  5.0  14.0056  -28.0208  -7.13748  1.6184989461061396  3.1973906166e-06  -5.860591719369592  1  1
1632  5.0  18.6189  112.188  -2.88166  6.028776827126372e-06  1.15459080588e-11  -9.479847195014898  1  1
1633  5.0  2.9284  67.9032  2.35606  1.6896388303650593e-06  3.26560627047e-12  -9.848137412207253  4  1
1634  5.0  11.7803  -32.7068  -5.0935  0.00026684112055349197  5.56456329644e-10  -8.382498162846986  1  1
1635  5.0  -11.1127  114.7492  9.57604  0.0003047940024402711  6.06469820542e-10  -8.343995722028978  1  1
1636  5.0  16.0827  9.0988  6.02302  0.00019436044230331545  3.86545507822e-10  -8.47426141419339  1  1
1637  5.0  -0.5503  -196.6392  -5.59858  0.09681352766732623  1.90814930247e-07  -6.676042636582283  1  1
1638  5.0  11.5784  -8.8372  -6.27234  0.0005324772094593722  1.11369798852e-09  -8.182465983810781  4  1
1639  5.0  -0.8337  -44.6004  -0.05248  5.276314498913285  1.06503996962e-05  -5.518446217257917  4  1
1640  5.0  -11.5068  19.384  9.22308  1.6536248616664377  3.20405232169e-06  -5.854375337911571  4  1
1641  5.0  2.6661  37.1436  -6.33324  0.0026050471431522796  5.29838697532e-09  -7.722789608620287  1  1
1642  5.0  -11.8133  -181.78  1.08196  0.4929117524187408  9.51742582479e-07  -6.204820551270408  1  1
1643  5.0  8.2221  -47.0544  -2.09432  0.0005517657605907373  1.05333874565e-09  -8.172163501892076  4  1
1644  5.0  -13.8216  1.3384  4.59862  0.07144453638260591  1.47380786725e-07  -6.764020651762899  1  1
1645  5.0  9.8531  2.8992  -3.74164  0.023452751064620997  4.65888159679e-08  -7.086537470775976  1  1
1646  5.0  -11.1088  -21.8588  -9.1571  0.09725066931680514  1.91607425546e-07  -6.674738267339328  4  1
1647  5.0  -16.0228  22.1328  -0.78114  0.011797004877502869  2.28376985254e-08  -7.285485494015337  1  1
1648  5.0  -24.6822  -137.674  5.75498  0.0015258923145094758  3.10894070844e-09  -7.877650742927971  1  1
1649  5.0  17.7369  13.776  -3.38978  0.29279160720977776  5.55116657808e-07  -6.355627584244073  4  1
1650  5.0  -16.517  -6.0204  0.84638  0.09478201967585435  1.8554031774e-07  -6.682182694209082  4  1
1651  5.0  9.16  -194.5144  -0.32142  0.0054097394826009195  1.066741447e-08  -7.511215765836914  2  1
1652  5.0  12.9534  29.1116  3.80488  0.0025782209239303515  5.36533193595e-09  -7.72578658089169  1  1
1653  5.0  -10.7162  -26.9996  -9.21792  0.03022921502713148  5.80240899125e-08  -7.013048753437557  4  1
1654  5.0  -14.0532  33.7444  -2.92046  0.048928179070999785  1.01081530887e-07  -6.873627297867682  4  1
1655  5.0  -12.1318  2.4404  -9.16998  0.0033528368246599598  6.43179097343e-09  -7.649725054822021  4  1
1656  5.0  -0.3864  25.2212  -5.40026  0.00039651442705923454  8.26751684748e-10  -8.267827337589088  1  1
1657  5.0  -42.8854  101.7608  -5.25228  0.20713713363167977  4.20333766459e-07  -6.455828025216367  1  1
1658  5.0  -15.8629  -27.9484  -6.44366  0.029522665191788977  6.12347108741e-08  -7.019896292437739  4  1
1659  5.0  40.9456  -112.0132  9.5508  0.00024142082302564243  4.96678597748e-10  -8.41148351590747  4  1
1660  5.0  -12.9585  27.9276  9.00902  0.013786786201633254  2.84508939643e-08  -7.24035797278206  4  1
1661  5.0  -21.0858  41.0056  -1.01464  1.3583626873940585e-05  2.651170683e-11  -9.244656170992457  1  1
1662  5.0  4.6635  -80.78  -3.47332  0.005607505499888322  1.10499348699e-08  -7.500820194523415  4  1
1663  5.0  9.9358  -32.38  9.31842  0.4989089781671065  9.97781534649e-07  -6.201319120400073  1  1
1664  5.0  24.6748  38.746  0.17606  0.003679635877341788  7.02333190547e-09  -7.622796770211355  1  1
1665  5.0  -4.7384  -150.026  5.8086  0.002106620310017345  4.00577650473e-09  -7.784275822052649  1  1
1666  5.0  7.0738  -44.0316  -1.92424  2.884406913970272e-07  5.69235177413e-13  -10  4  1
1667  5.0  13.7422  -136.3488  -0.69308  0.8210952648667181  1.71595801399e-06  -6.057070968249436  4  1
1668  5.0  -26.5274  -184.1272  8.78354  0.10905623245321495  2.0911699202e-07  -6.641566339924221  4  1
1669  5.0  9.7643  37.39  0.69176  0.09180596296606046  1.89660943766e-07  -6.691419406438448  4  1
1670  5.0  -49.3499  -97.6228  2.57294  0.11697051704882898  2.43228116148e-07  -6.621282393574109  4  1
1671  5.0  -7.5916  31.9496  8.99674  0.25442315647135827  5.01353247518e-07  -6.396295575773459  1  1
1672  5.0  -12.4469  17.7612  5.59924  0.01017499435287581  2.02673940741e-08  -7.328310548757475  1  1
1673  5.0  6.1041  -36.6136  -8.33664  0.14465670505696238  2.86073203274e-07  -6.55977428756245  4  1
1674  5.0  -4.4809  -42.5516  1.6118  0.6862415167855069  1.40279069564e-06  -6.109015340794522  1  1
1675  5.0  -3.5348  -36.9412  -3.62542  3.621513257575292  7.22656708266e-06  -5.62740661373491  4  1
1676  5.0  16.1659  4.0884  -4.13944  0.06270107143684331  1.29495888821e-07  -6.801816691916864  1  1
1677  5.0  -8.6699  -58.4712  3.67262  0.10016803525099584  1.9778161795e-07  -6.666180563083254  4  1
1678  5.0  3.3452  91.9996  -8.22158  0.0004097398114637272  7.81136040833e-10  -8.258327891155119  1  1
1679  5.0  -14.1489  -5.0752  -5.0816  1.219665930127799  2.47233585016e-06  -5.942506071664814  1  1
1680  5.0  -14.3466  -94.3128  4.08994  0.021118120434819653  4.02876731363e-08  -7.116896491803981  4  1
1681  5.0  18.6171  -8.7012  7.8538  1.4792583975521756e-06  3.03160386443e-12  -9.886637304408158  1  1
1682  5.0  -5.747  37.7996  5.06594  0.000216807692463308  4.5231811235e-10  -8.44261687522594  1  1
1683  5.0  9.8585  -30.1132  -5.50508  3.4467199874483083  7.0090994109e-06  -5.641729331580788  1  1
1684  5.0  15.1193  42.5024  -2.9297  0.25103107986784257  4.8831411563e-07  -6.40018167046153  4  1
1685  5.0  10.6256  -58.594  0.49102  3.8794603557408895  8.0403250752e-06  -5.607485787889697  1  1
1686  5.0  15.8396  65.06  -6.80188  0.01781939328340408  3.55130887099e-08  -7.166071391301388  4  1
1687  5.0  -26.2797  66.5488  4.1354  0.02113480680939807  4.28298168802e-08  -7.1166678117652475  4  1
1688  5.0  13.6612  18.5548  -7.31392  0.016901533648405496  3.2043824721e-08  -7.181382590422451  4  1
1689  5.0  24.0753  137.6244  -7.29094  0.0002572912259062013  5.07740371241e-10  -8.393050015840318  4  1
1690  5.0  12.1678  18.9224  1.4146  13.646551247329818  2.76650399269e-05  -5.24331805969249  1  1
1691  5.0  -0.6554  -62.6608  2.95396  0.00031677913927508213  6.50210846237e-10  -8.332828950369878  4  1
1692  5.0  -7.8237  27.8132  -7.33436  0.02183816603770202  4.31421854933e-08  -7.107189224233059  4  1
1693  5.0  18.4745  4.35  -4.39456  0.1600154137508003  3.13213427165e-07  -6.530558787460645  1  1
1694  5.0  39.4544  38.4356  -0.65868  0.5789020150800442  1.19392307196e-06  -6.158263292473261  2  1
1695  5.0  4.7055  -61.1112  5.08852  0.887939573021324  1.70991232772e-06  -6.034411058847553  1  1
1696  5.0  42.4055  38.2704  0.71458  0.0759420345762512  1.50005411533e-07  -6.746345181187593  1  1
1697  5.0  8.9314  38.4156  2.58914  0.15370480850010046  2.99536632091e-07  -6.542208363881565  1  1
1698  5.0  11.7564  -37.244  2.08628  3.6109796869792595e-06  7.11968375654e-12  -9.628249969749536  4  1
1699  5.0  -17.8019  16.7904  9.71058  0.03290501489206989  6.84495161837e-08  -6.988491938874682  1  1
1700  5.0  -11.6027  -29.3096  9.65826  0.001892281797668241  3.83897973249e-09  -7.815342792132593  1  1
1701  5.0  -12.3396  31.282  7.73524  6.595492603356117  1.37076439841e-05  -5.453835174914907  1  1
1702  5.0  11.2578  37.558  1.82248  0.4060094322322545  7.96377408668e-07  -6.260975917978361  4  1
1703  5.0  9.3895  36.4496  -9.50684  0.014240650428868741  2.77564898592e-08  -7.230980116158173  1  1
1704  5.0  6.8312  49.9816  2.08716  0.0005395107017811994  1.04282892124e-09  -8.178666624128343  4  1
1705  5.0  12.4954  41.7432  -1.11424  5.873411146471878  1.1204433025e-05  -5.487406397940307  1  1
1706  5.0  16.3745  26.466  0.75038  0.0001260099661372406  2.5555311566e-10  -8.599730070094934  4  1
1707  5.0  3.5884  38.8808  -6.67044  0.004368900908258023  8.98006071827e-09  -7.573085203654333  1  1
1708  5.0  -15.7553  -0.5908  3.6328  0.18292634504353014  3.53145573041e-07  -6.491815828632312  4  1
1709  5.0  -0.1917  -88.8204  -0.06648  0.018995507441502475  3.91493760592e-08  -7.147566066876006  1  1
1710  5.0  10.6736  -35.0348  -1.36166  0.9323147341001616  1.799227856e-06  -6.020291634819318  1  1
1711  5.0  21.1529  70.6992  -7.97974  0.29486931615870426  6.15252805918e-07  -6.353580278265504  1  1
1712  5.0  -7.1211  63.9932  -3.45648  0.0012391625436039382  2.56816577814e-09  -7.93791448170021  1  1
1713  5.0  35.3681  128.1128  -0.22944  0.00571315778028901  1.13110392956e-08  -7.495415854574879  4  1
1714  5.0  7.7402  -40.81  5.38968  0.057547521916680146  1.1790828681e-07  -6.826648915339132  1  1
1715  5.0  11.4421  31.4184  2.30294  0.16540929325411816  3.31916621888e-07  -6.52096006264242  2  1
1716  5.0  33.1561  -183.4936  1.1878  0.0033362284685346092  6.51641131371e-09  -7.651162810706648  1  1
1717  5.0  0.3159  37.966  4.64  7.045787973247481  1.3573742509e-05  -5.43471362003318  4  1
1718  5.0  2.2069  -34.3488  -4.92122  0.7192099269027333  1.40720766145e-06  -6.095429551252808  4  1
1719  5.0  17.8672  -21.8144  8.3049  0.02219642528932367  4.20896520072e-08  -7.102477975054734  4  1
1720  5.0  25.5659  -56.3296  3.30568  0.05900601033659024  1.17722216693e-07  -6.819402499322514  1  1
1721  5.0  -5.8561  -92.606  -1.59798  0.04628190012296527  9.3228725367e-08  -6.889725879473871  4  1
1722  5.0  6.5333  22.4092  -8.46006  0.00664044775767635  1.37772034335e-08  -7.451868423781576  1  1
1723  5.0  -10.6738  19.9768  7.42642  0.0007331660040080916  1.4254024715e-09  -8.089865120623775  4  1
1724  5.0  14.785  -33.7436  3.56518  0.020597439746484997  4.05211252521e-08  -7.124124505937574  4  1
1725  5.0  9.1514  31.634  3.73196  0.013476433455096054  2.66734995889e-08  -7.246950019231911  4  1
1726  5.0  6.4312  -41.0348  -3.70212  0.4389251390988187  8.92459171133e-07  -6.23840636304079  1  1
1727  5.0  3.0528  34.4672  4.45464  0.005000345449768878  9.95197034788e-09  -7.533999994209859  1  1
1728  5.0  -18.2911  -73.7488  5.19334  1.3494220185514739e-05  2.64469233563e-11  -9.24656813848628  4  1
1729  5.0  13.4225  -33.2312  -5.93458  0.019334898708069835  3.87132906347e-08  -7.142438732515194  1  1
1730  5.0  -1.7955  90.4616  -0.47332  0.004164178187058072  8.67411080345e-09  -7.58698046340508  4  1
1731  5.0  -6.229  35.4916  5.3252  0.0051409103422507966  9.87153461027e-09  -7.525973313457156  4  1
1732  5.0  -16.0829  -17.6576  1.49072  0.03981145147295186  8.31973623105e-08  -6.933327992215938  1  1
1733  5.0  5.4021  -29.0476  9.9665  0.002629135439598895  5.40231810268e-09  -7.720124693792579  1  1
1734  5.0  10.1511  36.7672  -2.74458  0.00809191687700039  1.55359996914e-08  -7.394632391402062  1  1
1735  5.0  0.2266  37.3072  -9.0523  0.0015289301908490102  3.10089342417e-09  -7.877074895672879  1  1
1736  5.0  7.5985  31.6968  -3.54524  0.0008158609362123097  1.64852478126e-09  -8.05892257372494  4  1
1737  5.0  3.7904  23.0972  9.75054  0.12767117705133368  2.6490400977e-07  -6.595938091777086  4  1
1738  5.0  -23.3993  111.52  -4.18934  0.014484215006119702  2.85090889914e-08  -7.2260700247113085  1  1
1739  5.0  9.418  -47.2888  0.81844  0.03736780112526916  7.19035449461e-08  -6.951668304711753  1  1
1740  5.0  -14.7862  -47.1968  -1.75544  0.03122643118607862  6.5222167492e-08  -7.003651765124327  1  1
1741  5.0  17.9095  17.3952  -1.95578  0.1866214087155767  3.66662959311e-07  -6.486025691076414  1  1
1742  5.0  18.498  -14.332  -3.88984  0.0009374600769108862  1.84486304152e-09  -8.018698145508775  4  1
1743  5.0  -40.4338  115.2144  0.36652  0.16800455806865566  3.44269114942e-07  -6.516452623622393  1  1
1744  5.0  10.2222  15.7892  8.49562  0.0001306585901467585  2.56692369282e-10  -8.589241354876524  1  1
1745  5.0  -42.3444  70.1412  3.17988  0.0017309484572344265  3.31742731444e-09  -7.841143909331653  4  1
1746  5.0  17.9753  44.0336  3.52348  0.008478501055095773  1.72227387405e-08  -7.381120614300717  1  1
1747  5.0  7.0858  -35.214  8.02692  0.017176252526178607  3.50622001288e-08  -7.176714389002859  4  1
1748  5.0  -11.3422  -113.2848  1.14886  14.25308054142538  2.77115655855e-05  -5.230727507159566  4  1
1749  5.0  -11.3222  34.0028  -5.75498  1.1734695845364453  2.27416508307e-06  -5.95368544167414  1  1
1750  5.0  8.2536  76.4368  -6.26054  0.24994972875988627  4.74035084202e-07  -6.401431553465495  4  1
1751  5.0  8.8709  -28.5852  -1.66808  0.14466696357105158  2.80940394599e-07  -6.559753755927024  1  1
1752  5.0  -17.1834  -3.5664  3.09264  0.01091084249576791  2.2493797263e-08  -7.308094475645886  4  1
1753  5.0  -11.1387  -33.0136  -2.95108  0.04066698119325359  7.90755557108e-08  -6.927172043407546  1  1
1754  5.0  -14.7554  23.0972  9.64566  0.004249446204454613  8.57757339055e-09  -7.5811117762049935  1  1
1755  5.0  -10.7505  64.766  6.15846  6.388721199711087e-11  1.33589983656e-16  -10  1  1
1756  5.0  10.031  -36.806  -9.78056  0.010405223466211323  1.98450747884e-08  -7.321832392194869  1  1
1757  5.0  14.5063  32.8744  5.86562  0.23754076055467957  4.86991378323e-07  -6.416174571562625  1  1
1758  5.0  2.5888  41.602  0.3723  4.379372964281271  8.99769305767e-06  -5.572392044693894  4  1
1759  5.0  -7.4904  34.0008  -7.51248  0.087935730223445  1.7544063054e-07  -6.703889750436873  4  1
1760  5.0  13.2261  -38.1412  7.90494  0.00012697942204854058  2.42940427139e-10  -8.59751110264287  4  1
1761  5.0  14.1847  12.0472  3.74196  0.026111053433570938  5.46025687523e-08  -7.05545040432899  1  1
1762  5.0  -46.5784  -174.9212  4.91852  0.6444084910260423  1.3391767397e-06  -6.1272258304993334  4  1
1763  5.0  29.094  -65.0672  0.70232  0.00045315974283572844  9.37543335506e-10  -8.229165785555956  1  1
1764  5.0  1.7784  -40.4216  -8.19484  0.00010901614144813081  2.06887638078e-10  -8.641672795728574  1  1
1765  5.0  -3.8442  -37.5212  9.09136  3.453384092850351e-05  6.67308845924e-11  -8.974503410528175  1  1
1766  5.0  11.8161  -27.6228  7.22114  0.03229788637961585  6.32900869307e-08  -6.993883931731886  1  1
1767  5.0  4.1402  -59.1576  6.75964  0.004882791558064903  9.8458424884e-09  -7.540887876637999  1  1
1768  5.0  17.0631  -82.2752  -0.06044  0.00820727762066763  1.5922529786e-08  -7.3905339172097495  4  1
1769  5.0  13.2324  -11.842  8.4402  0.012193477010527714  2.344986832e-08  -7.27591495747028  4  1
1770  5.0  10.5858  62.108  -7.61316  0.013288128606532019  2.74491237961e-08  -7.251024118201887  1  1
1771  5.0  -16.1661  -17.0428  -1.9279  1.4308260958403698e-06  2.88202586344e-12  -9.896275431770889  4  1
1772  5.0  7.9317  34.2124  -9.59984  0.00033752440956709954  6.92441265338e-10  -8.314463209183529  1  1
1773  5.0  5.7657  16.6984  -7.5706  0.15511615486104008  3.19231674088e-07  -6.53956197961514  1  1
1774  5.0  -11.4709  35.4936  7.05952  0.7588972794741887  1.58450579307e-06  -6.079878002698191  4  1
1775  5.0  2.2246  -41.4316  2.9775  0.08006411741842101  1.67357394835e-07  -6.73104138627036  1  1
1776  5.0  -3.7058  67.5684  1.24462  0.10467103178307363  2.18095644648e-07  -6.653448996534329  1  1
1777  5.0  -13.0537  25.6008  -6.43218  0.003339491677589805  6.39536744415e-09  -7.650879756340911  1  1
1778  5.0  -40.7342  -78.3212  2.9333  0.11988715872622398  2.35935931334e-07  -6.614151554848225  4  1
1779  5.0  19.7528  -59.6424  -0.40692  0.08524373615859074  1.76165185017e-07  -6.7128916825282765  4  1
1780  5.0  33.8678  63.688  0.19096  0.021121860757663608  4.03973795635e-08  -7.116845216478881  1  1
1781  5.0  10.382  -36.1732  1.74888  1.211734111485697  2.50058300586e-06  -5.94439511075273  4  1
1782  5.0  -2.1849  -88.8748  -6.032  3.6042873737422717e-06  7.23303808366e-12  -9.62878705969488  1  1
1783  5.0  16.5701  -22.6008  7.42  0.007724856868047047  1.48002151644e-08  -7.408073039175395  1  1
1784  5.0  -0.2447  -51.3552  3.55218  0.005302454658663333  1.05977174964e-08  -7.517015357634318  4  1
1785  5.0  7.1109  51.1212  -0.13554  0.09558904141421624  1.99786149546e-07  -6.679727929041399  1  1
1786  5.0  -0.6777  37.8444  2.5126  1.5640198368276643  3.17621582286e-06  -5.87050516198882  4  1
1787  5.0  -13.0708  73.7752  -3.03078  0.00011813342949142646  2.36508312972e-10  -8.618418125332038  1  1
1788  5.0  15.5293  4.092  -1.36374  0.03937181546231345  7.52935927615e-08  -6.936543039414478  1  1
1789  5.0  7.0976  -40.2676  1.0993  0.03416622425489594  6.73698080635e-08  -6.977602008590653  4  1
1790  5.0  28.3285  70.9888  -4.6335  0.24971970248780107  4.80341413392e-07  -6.401698127434788  4  1
1791  5.0  10.7343  44.9612  3.16276  0.13389537785959263  2.73302496757e-07  -6.582156276538774  1  1
1792  5.0  -11.8874  32.2308  5.31676  0.06976879777007317  1.41562538111e-07  -6.770892507038047  1  1
1793  5.0  13.3109  67.072  4.02212  0.04771891123915399  9.71156942993e-08  -6.880872982538455  4  1
1794  5.0  5.665  49.4152  6.11212  0.02729462003756837  5.5081565278e-08  -7.042615298022913  1  1
1795  5.0  -0.6078  -63.0908  1.61988  3.1563489115870906  6.28696378984e-06  -5.667209996459374  4  1
1796  5.0  -22.6494  127.6604  -0.69962  0.006373316477875341  1.24550408758e-08  -7.463756343568752  4  1
1797  5.0  35.2934  -92.1804  -3.8163  0.00640181402155658  1.31984117045e-08  -7.462464631102092  1  1
1798  5.0  -6.9208  -74.154  4.614  0.00010666123229092895  2.17648768702e-10  -8.647995602055161  4  1
1799  5.0  11.1149  30.7616  -9.41742  0.0440617898355797  8.44981544421e-08  -6.903958576889912  1  1
1800  5.0  0.1062  -57.494  4.7569  0.06131828239237102  1.27236101841e-07  -6.808273345880211  4  1
1801  5.0  33.8954  -78.7516  1.21494  0.024994786400002147  4.76111657873e-08  -7.0681003801876905  4  1
1802  5.0  -17.8266  -43.6992  -2.60738  0.000287985771700807  5.5715254923e-10  -8.360419312383826  1  1
1803  5.0  -7.3536  32.708  6.29846  3.6103631755292824e-05  7.39199848093e-11  -8.961632739413757  1  1
1804  5.0  -17.1357  0.0264  2.27972  2.641267977958475e-05  5.06995916795e-11  -9.052125022584372  4  1
1805  5.0  5.2382  151.5968  -5.62722  1.3751373453148285e-08  2.72478428459e-14  -10  4  1
1806  5.0  10.5199  31.4  6.92508  0.045487404853951065  9.45556970234e-08  -6.8947392265459655  1  1
1807  5.0  -11.0788  -8.4564  -6.48048  0.01093333443602356  2.07250796335e-08  -7.307498244804575  1  1
1808  5.0  5.2486  51.8848  1.28316  0.0076016959309536496  1.56107863336e-08  -7.412726337489227  4  1
1809  5.0  12.9712  25.6632  6.01106  0.0005461824659336882  1.05276401212e-09  -8.17510816406992  1  1
1810  5.0  -6.0447  24.7156  9.65638  1.3317957574408419  2.61208031466e-06  -5.917041581951136  4  1
1811  5.0  -21.8608  -55.5312  -5.79822  0.012631742281665841  2.5833518065e-08  -7.2656911623836375  4  1
1812  5.0  -12.8758  -14.1888  -3.5015  0.0007044591290118164  1.38479777993e-09  -8.101429465681825  1  1
1813  5.0  -6.7424  -76.2204  8.15162  0.004785883986910861  9.84264706173e-09  -7.546691888792782  4  1
1814  5.0  -14.8395  -32.062  -3.31764  1.643400288369107  3.25829691703e-06  -5.856171094104198  4  1
1815  5.0  38.1274  31.9636  0.59276  10.296492209414145  2.06599096349e-05  -5.324873803177953  4  1
1816  5.0  -8.1232  -108.8592  0.28008  0.27673651929498616  5.33618652542e-07  -6.371955683854797  1  1
1817  5.0  12.6253  -25.2872  9.90034  3.2938538326558273  6.57357775234e-06  -5.654863784597682  1  1
1818  5.0  -25.2028  66.4716  -0.42806  0.0017434853581782292  3.44454597115e-09  -7.839054463657102  1  1
1819  5.0  16.6179  -8.5612  5.43906  0.08373220092444594  1.62926976446e-07  -6.7180716620593985  4  1
1820  5.0  -36.6821  -61.4972  0.84784  0.0002962208805799753  5.8425026473e-10  -8.35225622090773  1  1
1821  5.0  6.4007  -91.9352  2.42874  0.0322608067770657  6.47326999973e-08  -6.994216517327247  1  1
1822  5.0  0.9629  -65.4404  7.11362  0.0009003193404505577  1.7328828486e-09  -8.030402280228188  1  1
1823  5.0  1.1478  -38.29  3.05088  0.01702935954821366  3.50714016673e-08  -7.17920112331587  1  1
1824  5.0  3.1231  -39.8364  3.40118  1.5244045618699158  3.05044971928e-06  -5.877933173497505  1  1
1825  5.0  15.184  -11.9872  6.51398  0.0005863827669310174  1.21819178307e-09  -8.154545867707034  4  1
1826  5.0  10.7261  -104.5532  -1.28856  1.5632931355684245  3.11990080924e-06  -5.870639719399755  1  1
1827  5.0  49.1278  -37.4844  -0.08996  0.15908889036678822  3.27361486339e-07  -6.532240098215342  2  1
1828  5.0  -7.5197  64.0252  3.65484  0.02674424141375331  5.27962757514e-08  -7.048513144084856  4  1
1829  5.0  -2.3448  -38.5808  -1.47808  0.001636790203375035  3.1252594614e-09  -7.85733798866146  1  1
1830  5.0  -9.3239  -29.8532  -7.11228  0.14018444124416113  2.74785930272e-07  -6.568866790041622  4  1
1831  5.0  10.7879  46.1272  3.0702  0.006871087541143007  1.35740383615e-08  -7.4419830121944655  4  1
1832  5.0  16.7012  -13.3836  -6.87808  1.652738726070453e-05  3.33669749652e-11  -9.187863864424584  1  1
1833  5.0  -7.3951  42.9612  2.5002  0.011419591075538582  2.19993146757e-08  -7.29489963165012  1  1
1834  5.0  -17.0455  65.5284  6.81614  6.265031380684527e-05  1.29230033068e-10  -8.802051166228518  4  1
1835  5.0  -10.4951  35.7296  5.22586  2.3751167226468173  4.89922220823e-06  -5.749543361708658  4  1
1836  5.0  10.4426  32.7592  9.18242  0.24986480112340356  5.03609674405e-07  -6.401529946241309  1  1
1837  5.0  7.0858  -33.3792  9.6498  9.157692052491054e-06  1.9041049701e-11  -9.358809309779069  1  1
1838  5.0  -1.8795  42.0084  1.64224  0.0022271722335401984  4.64254048647e-09  -7.768164130962854  1  1
1839  5.0  12.5845  32.3716  3.6366  9.203158657741646e-08  1.85437486639e-13  -10  4  1
1840  5.0  -6.229  36.1708  -3.8008  8.970186774634403e-05  1.83381741952e-10  -8.698132342738454  1  1
1841  5.0  -12.3456  32.3876  -3.16406  0.0008027429605286278  1.63793006501e-09  -8.063615662794136  1  1
1842  5.0  3.0054  48.3116  -1.42284  0.026265625903669362  5.34076690544e-08  -7.053741497068337  4  1
1843  5.0  10.5667  -24.6912  -9.24646  0.3243149634127707  6.79383075205e-07  -6.326022008773105  4  1
1844  5.0  6.7345  -54.1288  -7.11618  5.585242466241708e-05  1.12572735994e-10  -8.835305312380488  1  1
1845  5.0  14.1731  28.2172  -7.5167  0.12122072835151028  2.34528634177e-07  -6.610948740580913  4  1
1846  5.0  -16.0169  15.4704  0.52668  0.0064781741040612585  1.32463431006e-08  -7.459031589529874  1  1
1847  5.0  16.9929  -1.4852  -8.08104  0.41499464123587526  7.90772895689e-07  -6.2546383408212  1  1
1848  5.0  -12.752  -92.7704  0.46822  0.032666025331349026  6.58010172469e-08  -6.990602470326758  1  1
1849  5.0  -12.3702  -24.386  7.22506  0.21034353210969906  4.15004840722e-07  -6.451380558426105  1  1
1850  5.0  49.7541  72.0416  0.27404  3.329478859630365e-06  6.94284410815e-12  -9.651749158863398  4  1
1851  5.0  43.7236  -151.6516  -0.55572  0.12357352587236578  2.40715252408e-07  -6.605383041068059  4  1
1852  5.0  3.3977  21.0252  8.55008  1.5788443216814047e-06  3.19937268334e-12  -9.867773793660454  4  1
1853  5.0  16.3088  7.5604  -6.76216  0.005637892667135047  1.09805175141e-08  -7.499255464254117  4  1
1854  5.0  -15.2975  -19.446  -1.39054  0.5337545770327294  1.10724542323e-06  -6.181772258536529  1  1
