id     time       xs    ys     zs      SeisMom       Energy     SeisMag        kind       mCycleSeis
24  1.0  -3.2309  -6.8084  -1.5639  0.0019348672308114687  3.99568001311e-09  -7.808899220397049  1  1
25  1.0  8.7334  -71.3176  8.2027  0.009569669334007885  1.94129408973e-08  -7.346068712251645  4  1
26  1.0  -9.9543  -10.4252  -0.94098  0.0011839216489749201  2.39972496942e-09  -7.951118025291487  4  1
27  1.0  5.4049  162.0068  2.35994  0.07715621427926066  1.46759686387e-07  -6.741752726301137  4  1
28  1.0  -1.1899  3.056  8.26964  0.00027055206523977785  5.40451204876e-10  -8.378499431041986  4  1
29  1.0  8.6273  -4.4084  -4.55624  0.09475943033719007  1.80647317972e-07  -6.682251705852199  1  1
30  1.0  -4.0995  -2.7556  4.30702  0.0010577887175301495  2.07015913949e-09  -7.983734046344292  4  1
31  1.0  10.5187  -51.0116  -7.72038  0.016559343130816553  3.41213983606e-08  -7.187304596415723  4  1
32  1.0  5.6881  2.0572  8.89404  1.2858257047095565  2.57008457683e-06  -5.92721193105677  4  1
33  1.0  9.6865  3.5212  -0.9455  0.27240140186911205  5.32516595542e-07  -6.376527107818814  4  1
34  1.0  -12.8695  11.1868  0.9608  6.1096494025384175e-06  1.185582659e-11  -9.475989140461493  4  1
35  1.0  -3.6771  -1.3688  9.78316  0.06242771303661548  1.27816912474e-07  -6.803081716418498  1  1
36  1.0  2.868  9.5676  0.03078  0.05021964438898805  1.03761414424e-07  -6.866084244600543  1  1
37  1.0  0.3152  -6.4472  2.10798  0.008195647424914987  1.68327093826e-08  -7.3909444887528295  1  1
38  1.0  -5.3014  -0.016  6.44278  0.000509523414138652  9.83774474614e-10  -8.19522390270455  1  1
39  1.0  0.3213  -1.2072  5.54922  0.4317826008616799  8.96566176274e-07  -6.243156574670955  4  1
40  1.0  1.4281  6.1452  4.18038  0.000494875226527193  1.01608710349e-09  -8.2036695242954  1  1
41  1.0  8.9546  -2.6216  -3.13304  3.457583338109002  7.1232499156e-06  -5.6408182288635915  4  1
42  1.0  12.655  -32.1488  3.6949  0.0010906343436697685  2.1870791188e-09  -7.974880553774795  1  1
43  1.0  7.8538  -6.4652  6.8691  0.05432015526153182  1.07924101872e-07  -6.843359331597332  4  1
44  1.0  -18.9239  182.3084  2.74438  0.015171443057315093  3.07735355769e-08  -7.2126487390658145  4  1
45  1.0  -8.7227  -11.258  -0.53528  2.414384384362375e-05  4.62232768227e-11  -9.078129057645388  1  1
46  1.0  7.5151  22.7288  0.29276  0.0027568473734077186  5.46093365176e-09  -7.706391517970747  1  1
47  1.0  5.6822  5.8552  0.4447  0.005831247779021241  1.16301523118e-08  -7.489492336214315  4  1
48  1.0  2.9573  11.3064  1.33382  9.996634804198059e-06  1.92672254887e-11  -9.333430782128787  4  1
49  1.0  10.8051  8.5936  1.60762  0.006822094575296021  1.40895135672e-08  -7.444054842816239  4  1
50  1.0  41.454  71.0192  1.04606  0.01611762432697952  3.17610864929e-08  -7.195132647382784  4  1
51  1.0  10.335  1.5444  -1.98516  0.00016024971208022053  3.33705656377e-10  -8.530135161401972  1  1
52  1.0  -11.4476  -1.2328  3.88802  0.0024745685018647628  4.7644076578e-09  -7.737667012930485  4  1
53  1.0  -3.3973  3.1456  3.51516  2.803522613918937  5.80296372879e-06  -5.701530624281848  1  1
54  1.0  5.7118  -3.9712  2.91356  0.01328255881175653  2.78057200394e-08  -7.251145501646416  4  1
55  1.0  1.8326  5.314  5.78242  1.4462088857497228  2.94630667436e-06  -5.893179316277251  4  1
56  1.0  1.5411  5.816  7.40896  0.12858394011502888  2.5787062036e-07  -6.593875513709312  1  1
57  1.0  -20.8181  43.0352  4.7851  0.08625415811321643  1.78016918685e-07  -6.709479972945858  4  1
58  1.0  -15.3141  64.9332  6.70128  0.1579482125970211  3.23820462347e-07  -6.534323522916748  1  1
59  1.0  -0.601  -6.7664  -6.26636  0.04646953872958146  9.08072162373e-08  -6.888554425623681  1  1
60  1.0  -4.0454  33.6948  -4.53732  0.004159056736332351  8.54336926408e-09  -7.587336770072012  4  1
61  1.0  9.0478  -137.0372  0.89644  0.14089335311488954  2.75250040569e-07  -6.567406329995309  1  1
62  1.0  8.0918  -7.0688  -0.20792  0.03156501304286339  6.02854313469e-08  -7.000529351255572  2  1
63  1.0  -1.1132  -35.998  9.08216  0.0005396623535763692  1.10761150073e-09  -8.178585251280966  4  1
64  1.0  -9.912  34.5536  -2.7188  0.19897614078618564  4.11279464322e-07  -6.467465997790936  1  1
65  1.0  5.6643  -0.204  8.63328  0.030206961126077715  5.87393649133e-08  -7.0132619755501056  4  1
66  1.0  9.1391  2.8812  1.1281  0.014803705093531934  2.92898614858e-08  -7.219753050083773  4  1
67  1.0  4.3076  -9.0212  -0.96258  1.782208393992835  3.38640243722e-06  -5.832694343458091  1  1
68  1.0  -0.1427  3.9088  4.62942  0.4504038327754495  9.08967006824e-07  -6.230931948300232  4  1
69  1.0  -25.435  52.9748  -2.7189  0.007871749365525541  1.56326067809e-08  -7.402619161454097  1  1
70  1.0  -18.6548  -126.9952  -0.56038  0.003938434030463638  8.08836186887e-09  -7.603117616433879  1  1
71  1.0  3.2772  -77.5984  -9.79352  0.0008807249593296992  1.73859421262e-09  -8.036773130521151  1  1
72  1.0  11.1082  -18.5688  -4.42282  0.003144061149689562  6.28214353278e-09  -7.66833934389366  4  1
73  1.0  10.727  -43.5296  0.03352  0.27989974508571114  5.71336146376e-07  -6.368664998040349  4  1
74  1.0  -10.8824  0.6704  3.30802  0.018639117166145913  3.55966873134e-08  -7.153049774445505  1  1
75  1.0  -4.7064  -0.4416  8.99166  0.3140901838565845  6.33705437236e-07  -6.335297090821956  1  1
76  1.0  -44.2502  -55.1028  -5.475  0.00022735948212687242  4.34725451383e-10  -8.428857952426275  1  1
77  1.0  10.6859  -10.4484  -0.29372  0.019310987757057262  3.6808324442e-08  -7.142797007659304  1  1
78  1.0  -2.6121  -5.8744  3.5881  0.04867664200344387  9.31524893892e-08  -6.87511959303741  1  1
79  1.0  -37.6041  -50.6336  9.97698  0.0016656967530544273  3.37705726386e-09  -7.8522693738866  1  1
80  1.0  1.5588  -5.0864  5.78566  0.2973175357757864  5.78546033462e-07  -6.351186316912889  1  1
81  1.0  23.1855  -87.1892  -9.3806  0.19228088654729406  3.83417228166e-07  -6.477375922761435  4  1
82  1.0  -16.3691  -61.4724  1.69478  0.021958852628179034  4.26655469516e-08  -7.105593570630919  4  1
83  1.0  -9.5496  -0.9788  -2.56776  0.024823766536338245  5.02740365374e-08  -7.070088214584474  1  1
84  1.0  -0.3452  -4.6732  -6.96366  0.014058649034932365  2.93541378452e-08  -7.234704273876205  4  1
85  1.0  5.3196  26.6492  -5.30448  0.017253059163064195  3.42379564645e-08  -7.175422592283848  4  1
86  1.0  -12.5307  -14.5636  1.36848  0.01014553426219317  1.98439257286e-08  -7.3291500521008555  4  1
87  1.0  -11.4739  -167.6444  -0.05116  1.433792247744895  2.7869404201e-06  -5.895675848063515  4  1
88  1.0  9.8888  5.9888  -7.21842  0.000689416582134474  1.36719814364e-09  -8.107678849980582  4  1
89  1.0  -0.8739  51.0508  0.53572  0.04414920743283779  8.69841644783e-08  -6.903384725651186  4  1
90  1.0  0.7376  -12.7552  1.18646  5.089898277773084e-06  1.03676549843e-11  -9.528860598002511  4  1
91  1.0  -8.5976  -2.5536  -5.83338  0.01081340461644989  2.25516430711e-08  -7.310691697503708  4  1
92  1.0  -3.457  -5.7772  5.03886  0.018183664938701802  3.71767905468e-08  -7.1602123864910245  1  1
93  1.0  -32.0041  31.212  9.02494  0.00365783240573949  7.25381244521e-09  -7.624517464581442  4  1
94  1.0  7.1636  -2.8448  9.53216  0.19164894467247834  3.66353889094e-07  -6.4783290452494535  1  1
95  1.0  8.6806  -19.9032  -5.53096  0.016825918565189415  3.30857564285e-08  -7.1826808115550635  4  1
96  1.0  6.6106  18.7332  2.52334  0.3881481329361565  8.1128183133e-07  -6.274001665687868  1  1
97  1.0  16.0465  -26.5804  3.3323  0.03663692057590625  7.21883586165e-08  -6.95738735799942  4  1
98  1.0  7.8303  16.4932  -0.02324  0.7915836187022778  1.52468426967e-06  -6.067668801205846  4  1
99  1.0  -3.2606  -3.478  -2.85096  0.08918736149205002  1.840204731e-07  -6.699797789333317  1  1
100  1.0  -9.8048  44.872  8.15404  0.0035224813832289074  6.88182912864e-09  -7.6354341956768135  1  1
101  1.0  -12.5844  -24.7052  -0.91574  0.00036085577162599274  6.97216413772e-10  -8.295110896057219  1  1
102  1.0  10.0613  2.2356  -1.21424  10.288957505998074  1.96550858724e-05  -5.325085750957104  1  1
103  1.0  16.6005  16.516  -0.87556  0.9404640341587713  1.95276578002e-06  -6.017771872246601  1  1
104  1.0  -2.5875  47.512  6.72124  0.06081963390460414  1.27118745799e-07  -6.810637465573159  1  1
105  1.0  5.4801  16.758  2.67548  1.0097441157633482e-05  2.07532447932e-11  -9.330525779320933  4  2
106  2.0  -35.7271  136.1748  -5.3365  2.31620108594121  4.48230091037e-06  -5.756815826070248  4  1
107  2.0  -4.0219  16.0428  1.48604  0.0007744248786303098  1.4859190796e-09  -8.07401380242382  4  1
108  2.0  22.5845  -87.69  9.81072  0.02205240332300302  4.21698089158e-08  -7.104362715452267  1  1
109  2.0  0.0298  2.7164  2.59182  0.40705463863317015  7.75701240998e-07  -6.260231527896973  1  1
110  2.0  -0.8864  8.5764  7.32936  0.041431871508698974  8.05731947675e-08  -6.921776965900849  1  1
111  2.0  -4.6405  30.4576  -5.07046  1.2281750934908765e-05  2.33179193232e-11  -9.273826476029893  4  1
112  2.0  31.879  -40.4548  3.78316  0.0004524751476587698  8.66373432641e-10  -8.229603513044069  4  1
113  2.0  -11.0904  14.3472  -3.16768  1.5856160681366498  3.05414835989e-06  -5.866534641221489  4  1
114  2.0  -41.0167  130.634  -1.75008  0.17105665120374733  3.52729657882e-07  -6.511240022972007  1  1
115  2.0  -8.9312  -23.1824  -1.3316  1.251998040802208e-06  2.42524528837e-12  -9.934930900489187  4  1
116  2.0  23.2054  52.0968  -0.49618  0.0012768282004066282  2.60070468321e-09  -7.929245022620388  4  1
117  2.0  13.0242  -9.9236  0.84586  0.5805477148619216  1.11670585542e-06  -6.157441386706933  1  1
118  2.0  -18.7649  75.0788  -7.3646  0.008297239820540328  1.68778396732e-08  -7.387377571353508  1  1
119  2.0  -9.5378  -4.7928  -7.7161  4.797260455348334e-06  9.35230100483e-12  -9.54600446796876  1  1
120  2.0  4.0931  -28.1048  2.14658  0.0185172850362171  3.67453893839e-08  -7.1549484588616625  4  1
121  2.0  3.1475  2.0732  2.18368  6.37115132043224  1.2437071239e-05  -5.463854719947054  1  1
122  2.0  -5.6524  3.6996  9.0331  5.29451432369826e-05  1.04897999349e-10  -8.850782581615807  1  1
123  2.0  -10.1209  -6.488  7.82552  0.014192008206861544  2.88954969577e-08  -7.231970764247539  1  1
124  2.0  1.2792  -4.1064  9.03002  0.0014534609894769847  2.79333576849e-09  -7.891731080060323  4  1
125  2.0  -20.1111  -26.698  4.49012  0.0014898026432013994  2.82735514579e-09  -7.884580839691813  4  1
126  2.0  13.0185  7.9712  -1.3103  2.8016878013359245  5.40680018264e-06  -5.701720173873403  4  1
127  2.0  -12.848  -147.3212  -1.24064  0.07674999852081225  1.48968832766e-07  -6.743281082813899  4  1
128  2.0  3.8498  14.8492  -1.4685  0.015535374107024873  3.19615222247e-08  -7.20578552269772  4  1
129  2.0  3.7123  -29.37  -1.20672  0.1514016028958032  2.92069651038e-07  -6.546579684610501  1  1
130  2.0  3.1892  3.9228  -3.51628  0.9050120716641137  1.81756698682e-06  -6.028897085228099  1  1
131  2.0  -17.5814  36.058  1.3721  1.0492674211221669  2.03833662811e-06  -5.98607587427292  4  1
132  2.0  -8.5737  9.0868  -3.82834  0.00045238567090814845  8.93874524455e-10  -8.229660773060758  4  1
133  2.0  1.6422  1.0204  -2.5631  0.052432662165381685  1.04719726687e-07  -6.853598727518415  4  1
134  2.0  -4.2183  12.9452  -1.46686  0.6213636153294332  1.19828153569e-06  -6.137769453970654  1  1
135  2.0  -15.4347  -43.564  -9.04598  1.5066096483882934e-06  2.90314312044e-12  -9.88133283710356  4  1
136  2.0  -13.2563  7.1608  -2.27518  0.036251575410154245  7.44597385827e-08  -6.96044874349519  4  1
137  2.0  -7.8837  -6.3452  7.6671  0.0023864360202024626  4.82389679437e-09  -7.748166802984158  4  1
138  2.0  9.8241  57.0068  5.82976  0.002006868638675677  4.17106787206e-09  -7.798320702469017  4  1
139  2.0  2.0652  36.7212  -1.37304  0.0005029794010468756  1.01601276026e-09  -8.198966533746491  1  1
140  2.0  8.9368  1.4372  7.65816  0.8872054785201129  1.7694118825e-06  -6.0346505233795495  4  1
141  2.0  -2.7543  35.618  -8.24416  0.3923682791523778  8.08687902722e-07  -6.27087074015112  1  1
142  2.0  -5.9498  9.22  8.20504  4.57304456337524e-06  8.66711721425e-12  -9.559863044325748  1  1
143  2.0  1.5469  -2.5244  -1.3683  0.00029630349215518085  5.92826523098e-10  -8.352175486672682  4  1
144  2.0  -14.6842  13.1264  -9.37688  0.031077565926666724  5.89803392452e-08  -7.005035335718751  1  1
145  2.0  23.5075  -35.8704  -3.6958  0.0019126791373172017  3.78779132685e-09  -7.81223858613626  1  1
146  2.0  13.3872  -4.2172  -4.05744  0.00012033003166414235  2.29475491996e-10  -8.61308397934442  1  1
147  2.0  -2.2257  -27.2088  -4.92836  0.07384439132138171  1.48755414801e-07  -6.754454989949657  1  1
148  2.0  -46.5743  100.5324  2.48734  0.09816430480510502  1.97559403689e-07  -6.672030936481111  4  1
149  2.0  -6.3187  5.1864  -1.62418  0.9426340851790388  1.84830853523e-06  -6.017104573613526  1  1
150  2.0  13.6075  6.238  2.0266  0.1432048933463913  2.89789952845e-07  -6.562694761216974  4  1
151  2.0  32.3156  116.7164  2.67052  0.028499131588459587  5.50943017796e-08  -7.030112248932012  1  1
152  2.0  0.9998  14.3008  -2.3083  0.026076092851380652  5.42857404115e-08  -7.055838320799654  1  1
153  2.0  11.4771  -15.6372  -0.61964  0.11967258629410013  2.42907358375e-07  -6.614670215433445  4  1
154  2.0  -3.9093  -12.3928  5.78938  0.10841321738827021  2.20646365614e-07  -6.643278511195586  4  1
155  2.0  -10.4659  -0.8976  5.79462  0.08474878643324539  1.66408619215e-07  -6.714577674662356  4  1
156  2.0  9.1627  -7.9372  -9.9087  0.00033210889250707244  6.80796250605e-10  -8.319146330420011  1  1
157  2.0  -7.7227  15.4916  -1.64328  0.017678014674715584  3.55860205965e-08  -7.168377673282773  4  1
158  2.0  6.0385  -41.8392  0.5535  0.0622753072644088  1.20495761293e-07  -6.803789413993897  1  1
159  2.0  -12.3341  3.9828  7.10108  7.769050854896909e-05  1.54530461168e-10  -8.739754690482748  4  1
160  2.0  -6.6521  -9.7388  -3.8854  0.0024896663037547707  4.85583545244e-09  -7.735905905724572  4  1
161  2.0  -7.1405  -40.96  -0.84244  6.404397487966358e-08  1.28306121175e-13  -10  1  1
162  2.0  2.9807  -11.6928  -5.97366  0.0038468612521007283  7.70475331294e-09  -7.609928984977277  4  1
163  2.0  5.807  -6.196  -6.76412  0.035759137402865376  6.84006745977e-08  -6.964408643990755  4  1
164  2.0  -0.3211  12.8716  -3.35326  1.093680215831732  2.11817356317e-06  -5.974073096000217  1  1
165  2.0  6.1403  -2.0308  -6.41044  0.6373236761717904  1.209117935e-06  -6.130426631636608  1  1
166  2.0  -11.5904  -1.7524  7.31342  0.017029890915337405  3.27596839162e-08  -7.179192089262699  1  1
167  2.0  -47.377  138.23  1.46892  0.0001614664636878732  3.28705904506e-10  -8.52794511079868  1  1
168  2.0  9.5734  -0.2284  7.95114  0.0031360420267926097  6.16342899962e-09  -7.669078750581481  4  1
169  2.0  -0.4051  -31.9192  -3.25346  1.697069727517698e-08  3.40734706529e-14  -10  4  1
170  2.0  0.048  24.3936  -0.75626  0.002702674327169349  5.27655363546e-09  -7.712137522483884  1  1
171  2.0  -11.6082  5.5372  -6.95542  0.0004255851722993362  8.60412610087e-10  -8.24734234105923  1  1
172  2.0  -4.1412  -2.63  -9.98612  1.0012413958321837e-07  1.93845570273e-13  -10  1  1
173  2.0  7.7999  -30.112  -4.49548  0.003555848955640969  7.42704583229e-09  -7.632704463433171  1  1
174  2.0  9.5  -133.0388  0.8341  0.00021379930489954857  4.45156118695e-10  -8.446662474063565  1  1
175  2.0  28.8164  66.7036  -5.70832  0.009381095233697156  1.82348315477e-08  -7.351830970136493  4  1
176  2.0  -7.075  -34.8612  4.24826  0.008323954393688746  1.64177921003e-08  -7.3864468719468235  4  1
177  2.0  -7.092  22.2728  -3.12732  1.4538524898051163e-06  2.92535311175e-12  -9.891653103635509  4  1
178  2.0  11.4478  10.6528  -7.94394  0.0005273339736580701  1.10070604968e-09  -8.18527616547188  4  1
179  2.0  -13.2751  -55.6392  3.4652  0.00039168086161020716  7.53189371447e-10  -8.271378432345912  4  1
180  2.0  12.3461  0.6148  -3.40868  2.2997485746332043  4.70113307051e-06  -5.758879761094956  4  1
181  2.0  2.2131  -18.59  -2.14062  0.0103779813310939  2.0768653396e-08  -7.322591409927246  4  1
182  2.0  -3.1358  -15.9112  8.98802  0.02688365738907261  5.34384152045e-08  -7.047007765316863  1  1
183  2.0  -8.8892  -2.6152  2.25714  0.1256758629799024  2.60697674477e-07  -6.600498749276469  4  1
184  2.0  17.6114  -18.3512  -1.4063  0.005336304113633124  1.11655581792e-08  -7.515172952089338  4  1
185  2.0  10.1802  -4.5116  8.52112  0.014670040827980025  3.05232735821e-08  -7.222379118317532  1  1
186  2.0  -3.344  -7.2276  6.45688  0.004378874201871902  8.97219301784e-09  -7.572425020814692  4  1
187  2.0  5.1409  10.7652  6.40436  0.12024985152220041  2.39322980528e-07  -6.613276967464245  1  1
188  2.0  -10.1161  -84.7992  -0.9738  4.272056170991905  8.77625647101e-06  -5.579575363756707  2  1
189  2.0  -6.3251  -23.4952  -4.16456  0.0026944562403729325  5.55907958922e-09  -7.713019243480174  4  1
190  2.0  0.446  -19.2128  -5.35704  0.0038547656907768034  7.45795561914e-09  -7.609334676730397  4  1
191  2.0  11.2631  -5.9228  2.81178  0.6657235074455905  1.39183284392e-06  -6.1178040715673925  1  1
192  2.0  -13.5852  -108.6432  1.54598  0.004881686348889863  9.36119612152e-09  -7.540953418459104  4  1
193  2.0  4.2128  17.7316  0.6865  3.2158742646860703  6.20759781039e-06  -5.661800626520473  4  1
194  2.0  4.5995  13.474  2.94272  4.332285342181185  8.99374226335e-06  -5.575521964452562  1  1
195  2.0  29.5103  -83.894  -0.1676  0.0012156967455580743  2.53913140836e-09  -7.943449830610069  1  1
196  2.0  -3.2834  63.9276  1.727  0.08214189767918038  1.68530242363e-07  -6.72362351206627  1  1
197  2.0  9.7398  -9.7132  -2.51456  0.35037294468160046  6.80496372893e-07  -6.303646291222451  1  1
198  2.0  -10.5731  -5.4932  3.94332  1.3605475491742565  2.79838618002e-06  -5.9108575171022135  4  1
199  2.0  12.5781  -2.386  -5.20072  0.2967850602888203  6.2142395398e-07  -6.351705309713552  4  1
200  2.0  -15.8085  23.6352  1.78534  0.0014837745525567245  3.04568265789e-09  -7.8857547210328525  4  1
201  2.0  -7.9193  4.7776  -5.22494  0.3808190216135442  7.53005855834e-07  -6.279520911383094  4  1
202  2.0  2.7854  55.384  2.09462  6.41469162952727e-11  1.22527881057e-16  -10  1  1
203  2.0  -7.6704  -68.5244  -4.60014  0.0004412951485574695  8.94597896038e-10  -8.236847231337496  1  1
204  2.0  -9.2105  -6.218  -5.44832  0.009577889066733694  1.89466272173e-08  -7.345820131573794  4  1
205  2.0  -12.5602  3.214  1.01926  0.0002863580512063902  5.99761246679e-10  -8.36206040120721  1  1
206  2.0  6.6818  1.728  -7.8074  0.1901215141031753  3.71074448727e-07  -6.480645823798908  1  1
207  2.0  10.9535  -18.9464  -1.72558  0.20992784623810504  4.36806853102e-07  -6.451953299908268  4  1
208  2.0  -22.5624  -24.6612  -4.14918  0.015590560662470011  2.96864488259e-08  -7.204758844386028  1  1
209  2.0  16.3079  -51.3972  8.21456  0.7682112694920302  1.55755178861e-06  -6.076346217412426  1  1
210  2.0  -35.409  -79.2948  4.71144  0.04888837221958031  9.43544981704e-08  -6.873862948469271  4  1
211  2.0  5.0692  -7.1948  -6.17602  0.027649172395361455  5.62837125453e-08  -7.0388785757454135  1  1
212  2.0  -8.3238  7.1768  -8.81836  0.00585294527798926  1.15731056037e-08  -7.488417024197061  4  1
213  2.0  21.6343  31.6248  -4.19944  0.11936412703796417  2.29725151569e-07  -6.615417449196952  1  1
214  2.0  14.4522  -6.5596  7.59972  0.1552040665770078  3.1168940218e-07  -6.539397935845627  4  1
215  2.0  -4.6637  68.7336  0.32514  0.0031333263794618644  6.30200107961e-09  -7.669329576639839  4  1
216  2.0  12.68  48.7736  6.95572  0.011766970790731138  2.38421448069e-08  -7.286223549732303  4  1
217  2.0  12.8512  -39.8172  -0.52126  0.019284898547113277  3.7762704742e-08  -7.143188427668932  4  1
218  2.0  10.9657  2.6032  7.50926  4.1021463322635795e-07  7.79681648767e-13  -10  1  1
219  2.0  6.2468  -41.5444  8.09216  0.00017965658928255923  3.7144155872e-10  -8.49703789967026  1  1
220  2.0  10.823  6.7512  -6.6085  0.001091899189524606  2.15614147701e-09  -7.974544970913039  4  1
221  2.0  3.285  43.7256  4.70216  0.4286751302517607  8.15484469663e-07  -6.245247807677036  1  1
222  2.0  12.9351  2.278  -5.70178  0.006697170076761381  1.30322319138e-08  -7.449405781251639  4  1
223  2.0  20.0695  29.7476  -1.65738  0.00014323661455211732  2.86217323351e-10  -8.562630634828015  4  1
224  2.0  -0.8925  -3.87  7.88836  0.0027684760142975707  5.63498848184e-09  -7.705172823203005  1  1
225  2.0  -16.3447  -18.7832  -4.46454  2.7139056696176073e-05  5.50407622771e-11  -9.044270167795613  4  1
226  2.0  -22.3227  92.4908  4.6518  4.625047720095683e-05  9.44615072041e-11  -8.889922521306028  1  1
227  2.0  11.8793  -175.4748  -0.3643  2.034560910621763  3.96651267484e-06  -5.794352869147512  4  1
228  2.0  -14.441  -42.6788  -5.0142  0.00022538504814869275  4.56638088114e-10  -8.431383265372508  4  1
229  2.0  -11.1501  -1.0496  -2.04692  0.0013434947544098562  2.61720847888e-09  -7.914509349935193  4  1
230  2.0  -3.4031  17.7064  -0.39586  0.00021725165427604443  4.34253847413e-10  -8.442024605269825  4  1
231  2.0  -4.0279  14.1588  -1.78502  0.0010822173462332928  2.07787378206e-09  -7.977123672862424  4  1
232  2.0  -29.856  43.462  3.39624  3.327877989723359  6.63083639151e-06  -5.651888403110224  1  1
233  2.0  -8.0382  10.426  1.64442  2.361306728235567  4.740121155e-06  -5.751231730277907  1  1
234  2.0  -3.3317  15.2208  -9.28136  0.0016754054585661861  3.43614437412e-09  -7.850586715956809  1  1
235  2.0  -7.86  -9.6064  7.27472  0.00014472722045872879  2.76457184111e-10  -8.559633185735283  1  1
236  2.0  -10.2993  0.4432  -7.51766  0.00026545372475519425  5.31943771462e-10  -8.384007450939702  1  1
237  2.0  -37.5883  -183.2892  -6.99944  0.0017473225890775657  3.64984107436e-09  -7.838417939046651  4  1
238  2.0  18.0115  77.2236  -5.23664  0.5610411926997377  1.08732883593e-06  -6.167336833903588  4  1
239  2.0  5.5332  -15.6228  -8.59582  0.007106299041594718  1.39515116299e-08  -7.432237680552657  4  1
240  2.0  5.8544  -22.9612  4.61824  0.018344656616730994  3.77313196588e-08  -7.15766027543009  1  1
241  2.0  9.1687  -5.524  -2.03992  0.00042763505579439644  8.79192071518e-10  -8.245951133531127  4  1
242  2.0  5.3489  -1.6064  9.9052  0.749650885590406  1.50522986732e-06  -6.0834272944150625  1  1
243  2.0  -17.1854  -136.9432  -0.25664  0.03412013736371132  6.66312257055e-08  -6.977992819387891  4  1
244  2.0  39.4277  -154.8768  9.31786  0.0025152628597271158  5.19566990524e-09  -7.732944414609829  1  1
245  2.0  -20.3987  -163.13  -6.21508  0.00037060123610965556  7.29755654971e-10  -8.287395424307677  1  1
246  2.0  -17.3138  29.914  -1.73144  4.3308616098985223e-05  8.85758598102e-11  -8.908950462446505  1  1
247  2.0  -8.6572  -7.6324  6.25838  0.010420213314181736  1.98595252002e-08  -7.321415593613338  4  1
248  2.0  -15.6544  -15.3976  0.5038  0.4854118164506262  9.543795036e-07  -6.209259770521004  4  1
249  2.0  2.1538  -1.2728  -9.62214  2.7639816665817007e-08  5.25331590121e-14  -10  1  1
250  2.0  38.657  32.9216  5.55722  0.04310744652356718  8.55457994661e-08  -6.910298467924494  1  1
251  2.0  -5.4735  25.61  1.5291  0.038472795294864595  8.02989529357e-08  -6.94323083884836  1  1
252  2.0  -6.1176  -71.3108  -6.08046  0.007761606449744556  1.61543309442e-08  -7.406698921218375  4  1
253  2.0  31.4935  48.1804  8.28702  0.00024081138046317763  4.58125274173e-10  -8.412215328454518  1  1
254  2.0  47.0943  53.7512  9.88994  0.0009169598810954497  1.76382024603e-09  -8.025099776801603  1  1
255  2.0  -17.1055  28.1708  -6.81478  0.1641511491101518  3.30406731129e-07  -6.523170715149843  4  1
